"ReadCode"	"ConceptId"	"term"	"DescriptionId"
"13Vi"	"938711000000102"	"Has personal health budget"	"2403441000000110"
"13VM"	"197521000000108"	"Physical disability"	"296991000000117"
"13VP0"	"794111000000107"	"Receiving carer allowance"	"1775291000000119"
"13VT"	"762201000000106"	"Smoke alarm in home"	"1688561000000115"
"13VV"	"761601000000104"	"Carbon monoxide monitor in home"	"1687301000000110"
"13VW"	"910341000000109"	"Central heating in home"	"2340111000000111"
"13VX"	"919461000000108"	"At risk of sexual exploitation"	"2360571000000118"
"13w4"	"503511000000100"	"Main spoken language Filipino"	"1118721000000116"
"13w9"	"511841000000102"	"Main spoken language Hindko"	"1138281000000117"
"13wc"	"809341000000106"	"Main spoken language Aragonese"	"2112371000000116"
"13Wg"	"933251000000102"	"No longer dependant of member of British Armed Forces"	"2391151000000114"
"13Wh"	"988811000000102"	"Family of active serving member of the Armed Forces"	"2513331000000119"
"13Wi"	"988831000000105"	"Family of active serving member of the Armed Forces Reserves"	"2513371000000117"
"13WN"	"305901000000105"	"Member of travelling family"	"544221000000116"
"13WS"	"817891000000102"	"Family no longer cause for concern"	"2130581000000118"
"13WT0"	"802251000000109"	"Child protection category"	"1793631000000112"
"13WT1"	"802301000000102"	"Child protection category emotional"	"1793731000000119"
"13WT2"	"802311000000100"	"Child protection category physical"	"1793751000000114"
"13WT3"	"802281000000103"	"Child protection category sexual"	"1793691000000113"
"13WT4"	"802271000000100"	"Child protection category neglect"	"1793671000000114"
"13WV"	"844341000000104"	"Dependant of former serving member of British Armed Forces"	"2190501000000115"
"13WW"	"844331000000108"	"Dependant of current serving member of British Armed Forces"	"2190481000000112"
"13WX"	"836881000000105"	"Child is cause for safeguarding concern"	"2172861000000111"
"13WY"	"852071000000103"	"Member of military family"	"2207041000000113"
"13x"	"381441000000103"	"Contact with family"	"751701000000116"
"13x1"	"381501000000102"	"Minimal contact with family"	"751821000000118"
"13x2"	"381531000000108"	"Regular contact with family"	"751881000000117"
"13XG"	"506931000000109"	"Recent travel to disease affected area"	"1126681000000116"
"13XH"	"801011000000108"	"H/O cruise holiday"	"1791001000000110"
"13XJ"	"894271000000107"	"Planned duration of foreign travel"	"2301771000000115"
"13y0"	"367921000000107"	"Lightworker"	"712941000000118"
"13y1"	"367911000000101"	"Kabbalist"	"712911000000119"
"13y2"	"368341000000100"	"Infinite way"	"714241000000118"
"13y3"	"303721000000103"	"Humanist"	"539441000000110"
"13y4"	"368351000000102"	"Deist"	"714271000000112"
"13y5"	"491791000000108"	"Chondogyo"	"1058721000000117"
"13y6"	"368051000000100"	"British Israelite"	"713341000000111"
"13y7"	"367871000000103"	"Brahma Kumari"	"712801000000112"
"13Y8"	"1099951000000107"	"Alcoholics anonymous"	"2753901000000119"
"13y8"	"367861000000105"	"Black magic"	"712771000000114"
"13Y9"	"109121000000109"	"Epilepsy society member"	"155701000000114"
"13y9"	"367831000000100"	"Anthroposophist"	"712691000000118"
"13ya"	"344161000000103"	"Church of God of Prophecy"	"642581000000118"
"13yA"	"373831000000102"	"Animist"	"734801000000111"
"13yB"	"373841000000106"	"Ancestral worship"	"734831000000117"
"13YB"	"877071000000102"	"Coeliac UK member"	"2263871000000118"
"13yE"	"344111000000100"	"Follower of Shamanism"	"642511000000113"
"13yE"	"344111000000100"	"Shaman"	"713111000000113"
"13ye"	"373911000000103"	"Brethren"	"735041000000117"
"13yf"	"344271000000103"	"Open Brethren"	"642891000000119"
"13yF"	"367951000000102"	"Occultist"	"713041000000113"
"13yG"	"304041000000105"	"Heathen"	"540101000000111"
"13yg"	"344281000000101"	"Exclusive Brethren"	"642921000000110"
"13yH"	"344091000000105"	"Follower of Goddess tradition"	"642521000000119"
"13yH"	"344091000000105"	"Goddess"	"712651000000114"
"13yh"	"368421000000104"	"Messianic Jew"	"714481000000110"
"13yi"	"368201000000109"	"Judaic Christian"	"713791000000117"
"13yJ"	"367851000000107"	"Asatruar"	"712741000000115"
"13yK"	"367881000000101"	"Celtic pagan"	"712831000000118"
"13yk"	"368121000000109"	"Christian Humanist"	"713551000000115"
"13yl"	"368111000000103"	"Christian Existentialist"	"713521000000113"
"13ym"	"368081000000106"	"Celtic Christian"	"713431000000114"
"13yn"	"368091000000108"	"Celtic Orthodox Christian"	"713461000000116"
"13yo"	"368161000000101"	"Evangelical Christian"	"713671000000113"
"13yp"	"368101000000100"	"Chinese Evangelical Christian"	"713491000000110"
"13yq"	"344241000000109"	"Follower of Church of Nazarene"	"642801000000114"
"13yq"	"344241000000109"	"Nazarene Church"	"642791000000110"
"13yq"	"344241000000109"	"Nazarene Methodist"	"713881000000111"
"13yr"	"368291000000102"	"Neo-christian"	"714081000000119"
"13yr"	"368291000000102"	"Swedenborgian"	"714071000000116"
"13yT"	"368321000000107"	"Zwinglian"	"714171000000117"
"13yv"	"373901000000100"	"Ukrainian Orthodox"	"735001000000115"
"13yV"	"491801000000107"	"Uniate Catholic"	"1058761000000113"
"13yW"	"368241000000107"	"Old Catholic"	"713921000000117"
"13yw"	"368301000000103"	"Syrian Orthodox"	"714111000000110"
"13yx"	"344321000000109"	"Serbian Orthodox"	"643011000000114"
"13yX"	"368221000000100"	"Mennonite"	"713851000000117"
"13yY"	"368191000000107"	"Greek Catholic"	"713761000000111"
"13yy"	"368281000000104"	"Romanian Orthodox"	"714041000000110"
"13yZ"	"344211000000108"	"Free Church"	"642701000000115"
"13yz"	"373891000000101"	"Indian Orthodox"	"734971000000111"
"13z0"	"368151000000104"	"Eastern Orthodox"	"713641000000119"
"13z1"	"368061000000102"	"Bulgarian Orthodox"	"713371000000117"
"13z2"	"344141000000104"	"Armenian Orthodox"	"642491000000117"
"13Z4P"	"894761000000108"	"Receiving learning support"	"2302801000000112"
"13Z4R"	"1026171000000103"	"Eligible for free childcare and education for two year olds"	"2590201000000111"
"13z5"	"368311000000101"	"Ukrainian Catholic"	"714141000000111"
"13z6"	"371351000000101"	"Scottish Episcopalian"	"729271000000115"
"13Z69"	"910241000000102"	"First language not English"	"2339911000000119"
"13z7"	"368141000000102"	"Church of Ireland, follower of religion"	"713621000000114"
"13z8"	"368131000000106"	"Church in Wales"	"713581000000114"
"13z9"	"368071000000109"	"Catholic: non Roman Catholic"	"713401000000115"
"13ZA0"	"1047281000000107"	"Does not speak English"	"2638621000000115"
"13ZA1"	"1047301000000108"	"Does not read English"	"2638661000000111"
"13zB"	"368271000000101"	"Reformed Protestant"	"714011000000114"
"13zC"	"373931000000106"	"French Protestant"	"735091000000110"
"13ZC0"	"728641000000104"	"Person granted indefinite leave to remain in United Kingdom"	"1598361000000115"
"13zD"	"344221000000102"	"Free Church of Scotland"	"642731000000114"
"13Zd"	"728621000000106"	"Failed asylum seeker"	"1598301000000119"
"13zE"	"344361000000101"	"Follower of United Reformed Church"	"643111000000110"
"13zE"	"344361000000101"	"United Reformed Church"	"643101000000113"
"13Ze"	"351701000000101"	"Unfit to go on holiday"	"660191000000115"
"13ZG0"	"1092931000000109"	"Refusal to provide information about language read"	"2738031000000116"
"13zJ"	"344171000000105"	"Church of Scotland, follower of religion"	"642621000000118"
"13ZK0"	"888421000000104"	"Has statement of special educational needs"	"2288511000000116"
"13ZK1"	"888441000000106"	"Statement of special educational needs stopped"	"2288551000000117"
"13zL"	"344251000000107"	"Follower of New Testament Church of God"	"642831000000115"
"13zL"	"344251000000107"	"New Testament Pentecostalist"	"642851000000110"
"13Zo"	"493751000000104"	"Previously lived in care home"	"1063191000000117"
"13zp"	"344151000000101"	"Follower of Church of England"	"642561000000110"
"13zP"	"368251000000105"	"Reformed Christian"	"713951000000110"
"13zQ"	"373881000000103"	"Independent Methodist"	"734941000000117"
"13zR"	"373871000000100"	"Free Methodist"	"734911000000118"
"13Zr"	"527401000000103"	"Lives with immunocompromised person"	"1176951000000115"
"13Zs"	"761291000000108"	"Frequent changes of address"	"1686551000000119"
"13zT"	"368261000000108"	"Reformed Presbyterian"	"713981000000116"
"13Zt0"	"774831000000104"	"At high risk of activity intolerance"	"1730881000000113"
"13Zt1"	"774861000000109"	"At moderate risk of activity intolerance"	"1730951000000112"
"13Zt2"	"774881000000100"	"At low risk of activity intolerance"	"1730991000000116"
"13Zv"	"205041000000102"	"No special educational needs"	"314391000000116"
"13zV"	"368181000000105"	"Free Presbyterian"	"713731000000118"
"13zW"	"368171000000108"	"Free Evangelical Presbyterian"	"713701000000112"
"13Zw"	"811031000000102"	"Has United Kingdom student visa"	"2115901000000119"
"13ZX"	"198191000000100"	"Fit to attend gym"	"298531000000112"
"13Zx"	"817951000000100"	"Not socially isolated"	"2130741000000117"
"13ZY"	"279651000000104"	"Disqualified from driving due to excess alcohol"	"480271000000113"
"13zY"	"368041000000103"	"Amish"	"713311000000110"
"13Zy"	"818721000000106"	"Frequent changes of general practitioner"	"2132971000000110"
"13zZ"	"368331000000109"	"Radhasoami"	"2745131000000113"
"13ZZ2"	"761571000000106"	"At risk of financial abuse"	"1687241000000118"
"13ZZ3"	"1045861000000108"	"At risk of human trafficking"	"2635671000000111"
"13ZZ4"	"1045881000000104"	"At risk of forced labour"	"2635711000000112"
"13ZZ5"	"1045901000000101"	"At risk of domestic servitude"	"2635751000000111"
"13ZZ6"	"1045921000000105"	"At risk of organisational abuse"	"2635791000000115"
"13ZZ7"	"1045941000000103"	"At risk of neglect and acts of omission"	"2635831000000110"
"13ZZ9"	"1045981000000106"	"At risk of slavery"	"2635891000000111"
"14151"	"764281000000109"	"H/O: gonorrhoea"	"1695301000000117"
"14152"	"872251000000104"	"H/O: genital warts"	"2253191000000115"
"14153"	"872271000000108"	"H/O: genital herpes"	"2253231000000112"
"141G"	"939131000000104"	"H/O: Clostridium difficile infection"	"2404321000000114"
"141H"	"939171000000102"	"H/O: multiple-resistant Staphylococcus aureus infection"	"2404411000000112"
"141J"	"939191000000103"	"H/O: extended spectrum beta-lactamase producing bacteria infection"	"2404451000000111"
"146H"	"198991000000103"	"H/O: psychosis"	"300411000000110"
"146J"	"199341000000102"	"H/O: low self-esteem"	"301311000000113"
"1479"	"91111000000108"	"H/O: disturbance of consciousness"	"140141000000118"
"147B"	"110551000000103"	"H/O: vasovagal faint"	"157071000000110"
"147C"	"91121000000102"	"H/O: collapse"	"140151000000115"
"147F"	"515841000000104"	"History of Parkinson's disease"	"1148731000000112"
"14a"	"247451000000105"	"History of road traffic accident"	"404921000000112"
"14AP"	"200061000000108"	"History of ventricular tachycardia"	"303101000000110"
"14AQ"	"200071000000101"	"History of supraventricular tachycardia"	"303131000000116"
"14AW"	"837091000000100"	"H/O acute coronary syndrome"	"2173281000000112"
"14BA"	"939431000000108"	"H/O: bronchiectasis"	"2404941000000118"
"14c"	"511511000000101"	"History of epistaxis"	"1137551000000110"
"14c"	"511511000000101"	"History of nose bleed"	"1137581000000116"
"14CG"	"247421000000100"	"History of acute pancreatitis"	"404861000000110"
"14CH"	"247431000000103"	"History of chronic pancreatitis"	"404881000000118"
"14CJ"	"978931000000105"	"H/O: food poisoning"	"2504111000000113"
"14d"	"520371000000104"	"History of poor general health"	"1161981000000114"
"14e"	"765291000000105"	"History of in-vitro fertilisation"	"1704561000000117"
"14F6"	"768521000000102"	"H/O: foot ulcer"	"1715091000000116"
"14F7"	"863401000000101"	"H/O: arterial lower limb ulcer"	"2232441000000113"
"14g"	"512711000000104"	"History of developmental disorder"	"1140131000000110"
"14g00"	"954711000000106"	"Early childhood developmental disability of unknown aetiology"	"2435131000000117"
"14GA"	"91071000000102"	"H/O: non-vertebral fracture"	"140101000000116"
"14i"	"829691000000100"	"H/O hepatitis C antiviral drug therapy"	"2156971000000110"
"14j"	"851441000000105"	"H/O care from relative"	"2205791000000110"
"14J4"	"247461000000108"	"History of skiing injury"	"404941000000117"
"14k"	"866621000000103"	"H/O: fever"	"2240021000000112"
"14k"	"866621000000103"	"H/O: pyrexia"	"2241921000000117"
"14K1"	"518431000000101"	"Intentional overdose of prescription only medication"	"1157631000000118"
"14l"	"883351000000105"	"H/O abnormal cervical smear"	"2277731000000112"
"14L50"	"885901000000106"	"H/O: rotavirus vaccine allergy"	"2283181000000111"
"14Ld"	"848521000000105"	"H/O calcitonin allergy"	"2199451000000111"
"14LQ"	"89731000000101"	"H/O: clopidogrel allergy"	"138901000000115"
"14LT0"	"848451000000104"	"H/O ibandronic acid allergy"	"2199311000000115"
"14LT2"	"849411000000108"	"H/O disodium etidronate allergy"	"2201301000000116"
"14LT3"	"849431000000100"	"H/O alendronic acid allergy"	"2201361000000117"
"14LT4"	"849451000000107"	"H/O risedronate sodium allergy"	"2201401000000114"
"14m"	"836341000000105"	"H/O long term condition"	"2171651000000115"
"14M5"	"199691000000101"	"H/O: anaphylactic shock"	"302091000000114"
"14N31"	"765161000000106"	"H/O hip replacement"	"1704271000000110"
"14N32"	"765191000000100"	"H/O knee replacement"	"1704331000000119"
"14NE"	"768551000000107"	"H/O: bariatric operative procedure"	"1715151000000113"
"14O72"	"1025021000000107"	"High risk of atrial fibrillation"	"2587711000000116"
"14O80"	"837491000000107"	"High risk of diabetes mellitus"	"2174191000000118"
"14Ob0"	"513251000000101"	"Low probability of deep vein thrombosis"	"1141271000000112"
"14Ob1"	"513271000000105"	"Moderate probability of deep vein thrombosis"	"1141311000000112"
"14Ob2"	"513291000000109"	"High probability of deep vein thrombosis"	"1141351000000111"
"14OC0"	"835591000000101"	"At high risk of falls"	"2170131000000112"
"14Of"	"827301000000107"	"Former sex worker"	"2151451000000115"
"14Og"	"837291000000106"	"At risk of unwanted pregnancy"	"2173701000000112"
"14Oh0"	"837461000000101"	"High risk of cardiovascular disease"	"2174131000000119"
"14Oi"	"838711000000107"	"At risk of blood-borne virus infection"	"2176731000000113"
"14Oj"	"925821000000105"	"At risk of dying before adulthood"	"2373931000000111"
"14Ok"	"928691000000102"	"At risk of asthma"	"2380161000000118"
"14Ok0"	"966011000000109"	"At risk of severe asthma exacerbation"	"2460311000000112"
"14Ol"	"932221000000103"	"At risk of influenza related complication"	"2388741000000116"
"14Om"	"938911000000100"	"At risk of acute kidney injury"	"2403841000000112"
"14On"	"968661000000102"	"At risk of sudden unexpected death in epilepsy"	"2466801000000118"
"14OR"	"247471000000101"	"History of sharing needles"	"404961000000116"
"14OS"	"306321000000105"	"Green traffic light - low risk of serious illness (Feverish illness in children 2007)"	"545731000000110"
